昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
别***,2,很好吃,1679541640,2145/12/3 11:20,饼干,食品,0
@***,2,一天吃一盒也是小意思啊,1679541640,2145/12/3 11:20,饼干,食品,0
江***,2,[捂脸],1679541640,2145/12/3 11:20,饼干,食品,0
欣***,2,好吃好吃好吃,1679541642,2145/12/3 11:20,饼干,食品,0
麦***,2,好吃,1679541643,2145/12/3 11:20,饼干,食品,0
陈***,2,爷奶两盒、爸妈两盒、公婆两盒、爷奶两盒，六盒都不够分的[呲牙],1679541643,2145/12/3 11:20,饼干,食品,0
么***,0,35号大概有几个,1679541645,2145/12/3 11:20,饼干,食品,0
虾***,2,哈哈哈,1679541645,2145/12/3 11:20,饼干,食品,0
V***,2,上次拍了12盒，刚又拍了十二盒,1679541646,2145/12/3 11:20,饼干,食品,0
旅***,2,是脆的吗,1679541647,2145/12/3 11:20,饼干,食品,0
少***,2,喝水，顿顿,1679541648,2145/12/3 11:20,饼干,食品,0
香***,2,你家地址甩个给我，我去帮你吃，[捂脸][捂脸][捂脸][捂脸][捂脸][赞][赞][赞][赞][赞][赞][赞][赞],1679541648,2145/12/3 11:20,饼干,食品,0
用***,0,好吃到停不下来，一天一盒,1679541649,2145/12/3 11:20,饼干,食品,0
灯***,0,非常好吃，一拆开就停不下来[捂脸],1679541649,2145/12/3 11:20,饼干,食品,0
佳***,2,点赞不要停,1679541649,2145/12/3 11:20,饼干,食品,0
女***,0,最近硬菜怎么这么少,1679541649,2145/12/3 11:20,饼干,食品,0
牛***,2,哈哈哈,1679541649,2145/12/3 11:20,饼干,食品,0
混***,2,哈哈,1679541650,2145/12/3 11:20,饼干,食品,0
5***,2,别说了,1679541650,2145/12/3 11:20,饼干,食品,0
嘟***,0,确实很好吃啊哈哈哈哈,1679541650,2145/12/3 11:20,饼干,食品,0
七***,2,总要尝尝新品嘛哈哈,1679541650,2145/12/3 11:20,饼干,食品,0
子***,0,就是很好吃,1679541651,2145/12/3 11:20,饼干,食品,0
桐***,0,别说了,1679541651,2145/12/3 11:20,饼干,食品,0
小***,2,顿顿喝水[捂脸][捂脸][捂脸],1679541651,2145/12/3 11:20,饼干,食品,0
不***,2,生煎包还有吗？,1679541651,2145/12/3 11:20,饼干,食品,0
天***,2,今天不是休息了吗？[捂脸][捂脸][捂脸][捂脸],1679541651,2145/12/3 11:20,饼干,食品,0
m***,2,哈哈,1679541652,2145/12/3 11:20,饼干,食品,0
心***,2,好吃,1679541653,2145/12/3 11:20,饼干,食品,0
蓝***,2,买了，好吃??,1679541653,2145/12/3 11:20,饼干,食品,0
金***,2,[捂脸][捂脸][捂脸][捂脸][捂脸],1679541653,2145/12/3 11:20,饼干,食品,0
用***,0,嘴瓢,1679541654,2145/12/3 11:20,饼干,食品,0
悦***,2,哈哈哈哈,1679541654,2145/12/3 11:20,饼干,食品,0
阳***,2,[玫瑰][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679541654,2145/12/3 11:20,饼干,食品,0
暖***,2,拍了拍了,1679541654,2145/12/3 11:20,饼干,食品,0
y***,0,已经在炫了,1679541654,2145/12/3 11:20,饼干,食品,0
江***,2,别说了[捂脸],1679541655,2145/12/3 11:20,饼干,食品,0
少***,2,顿顿喝水,1679541655,2145/12/3 11:20,饼干,食品,0
我***,0,[捂脸],1679541655,2145/12/3 11:20,饼干,食品,0
牛***,2,怎么说都不对,1679541655,2145/12/3 11:20,饼干,食品,0
白***,2,顿顿说的很诚恳，热量大,1679541655,2145/12/3 11:20,饼干,食品,0
格***,2,喜欢吃才买,1679541655,2145/12/3 11:20,饼干,食品,0
?***,2,无骨鸡爪有吗,1679541656,2145/12/3 11:20,饼干,食品,0
?***,2,自营品，各个都很好,1679541656,2145/12/3 11:20,饼干,食品,0
静***,0,哈哈哈哈,1679541656,2145/12/3 11:20,饼干,食品,0
漂***,2,已拍,1679541656,2145/12/3 11:20,饼干,食品,0
珠***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679541656,2145/12/3 11:20,饼干,食品,0
J***,2,确实好吃！,1679541657,2145/12/3 11:20,饼干,食品,0
么***,0,35号大概有几个,1679541657,2145/12/3 11:20,饼干,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541657,2145/12/3 11:20,饼干,食品,0
海***,0,急死我了[泣不成声],1679541658,2145/12/3 11:20,饼干,食品,0
y***,0,顿顿喝水,1679541658,2145/12/3 11:20,饼干,食品,0
恬***,0,[泪奔][泪奔][泪奔]别说了，卖货了,1679541658,2145/12/3 11:20,饼干,食品,0
子***,0,你别管了,1679541658,2145/12/3 11:20,饼干,食品,0
e***,0,一天一盒,1679541658,2145/12/3 11:20,饼干,食品,0
爱***,1,？,1679541659,2145/12/3 11:20,饼干,食品,0
用***,1,[捂脸][捂脸],1679541659,2145/12/3 11:20,饼干,食品,0
m***,2,我一天一盒,1679541659,2145/12/3 11:20,饼干,食品,0
y***,2,就喜欢顿顿，我买一大箱等顿顿,1679541660,2145/12/3 11:21,饼干,食品,0
老***,0,好吃,1679541660,2145/12/3 11:21,饼干,食品,0
平***,0,别管了好吃下单了,1679541661,2145/12/3 11:21,饼干,食品,0
柳***,0,正在吃，很喜欢吃，就是热量高，只敢吃一小袋[捂脸],1679541661,2145/12/3 11:21,饼干,食品,0
蓝***,0,[捂脸]嘴嘴又瓢了！,1679541661,2145/12/3 11:21,饼干,食品,0
候***,0,8天不发货,1679541662,2145/12/3 11:21,饼干,食品,0
果***,2,哈哈哈哈,1679541662,2145/12/3 11:21,饼干,食品,0
?***,2,今天有点烫嘴,1679541662,2145/12/3 11:21,饼干,食品,0
陪***,0,好吃,1679541663,2145/12/3 11:21,饼干,食品,0
玲***,0,说啥,1679541663,2145/12/3 11:21,饼干,食品,0
2***,1,啥哦，我一天也吃完一盒,1679541663,2145/12/3 11:21,饼干,食品,0
泡***,2,近一点看看,1679541663,2145/12/3 11:21,饼干,食品,0
海***,1,哈哈哈哈哈,1679541663,2145/12/3 11:21,饼干,食品,0
悦***,2,就要买 别管我了,1679541664,2145/12/3 11:21,饼干,食品,0
m***,0,不要冲动消费,1679541664,2145/12/3 11:21,饼干,食品,0
无***,2,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679541664,2145/12/3 11:21,饼干,食品,0
白***,0,顿顿脑子不清醒了,1679541664,2145/12/3 11:21,饼干,食品,0
淡***,2,赶快甩地址给顿顿啊[捂脸],1679541665,2145/12/3 11:21,饼干,食品,0
暖***,2,那必须支持顿顿,1679541665,2145/12/3 11:21,饼干,食品,0
我***,0,杨梅汁今天会有吗？,1679541665,2145/12/3 11:21,饼干,食品,0
?***,2,自营品，闭眼拍,1679541666,2145/12/3 11:21,饼干,食品,0
旅***,2,一盒多少克,1679541666,2145/12/3 11:21,饼干,食品,0
嘟***,0,我们超级理智,1679541666,2145/12/3 11:21,饼干,食品,0
上***,2,好吃极了,1679541666,2145/12/3 11:21,饼干,食品,0
回***,0,@么*** 按克重哦,1679541667,2145/12/3 11:21,饼干,食品,0
星***,2,顿顿下午和谁一起出发,1679541667,2145/12/3 11:21,饼干,食品,0
么***,0,35号大概有几个,1679541667,2145/12/3 11:21,饼干,食品,0
晚***,2,自营品，闭眼入。,1679541667,2145/12/3 11:21,饼干,食品,0
候***,0,8天不发货,1679541668,2145/12/3 11:21,饼干,食品,0
与***,2,嘴瓢,1679541668,2145/12/3 11:21,饼干,食品,0
D***,0,@慕*** 用支付宝,1679541668,2145/12/3 11:21,饼干,食品,0
秋***,2,好吃,1679541669,2145/12/3 11:21,饼干,食品,0
小***,2,好了[捂脸][捂脸][捂脸],1679541669,2145/12/3 11:21,饼干,食品,0
口***,2,运费18.5,1679541670,2145/12/3 11:21,饼干,食品,0
江***,2,我想开了[捂脸] 爱买就买,1679541670,2145/12/3 11:21,饼干,食品,0
小***,2,哈哈，我吃了两盒了，确实很好吃啊,1679541670,2145/12/3 11:21,饼干,食品,0
蓝***,2,顿顿太帅了,1679541670,2145/12/3 11:21,饼干,食品,0
豆***,1,确实很好吃,1679541671,2145/12/3 11:21,饼干,食品,0
脑***,2,哈哈哈求生欲满满,1679541671,2145/12/3 11:21,饼干,食品,0
七***,2,哈哈尝一下新品,1679541672,2145/12/3 11:21,饼干,食品,0
羊***,0,太好吃就是有点热量高容易胖,1679541672,2145/12/3 11:21,饼干,食品,0
K***,0,自营品闭眼入,1679541672,2145/12/3 11:21,饼干,食品,0
J***,0,我家地址甩给你了，记得来吃,1679541672,2145/12/3 11:21,饼干,食品,0
阳***,2,中午好,1679541672,2145/12/3 11:21,饼干,食品,0
用***,0,我觉得大家都穿工服挺好的,1679541672,2145/12/3 11:21,饼干,食品,0
暖***,2,必须支持顿顿,1679541672,2145/12/3 11:21,饼干,食品,0
宅***,0,拍给对手吃让对手发胖[看],1679541672,2145/12/3 11:21,饼干,食品,0
C***,2,很好吃，正在吃,1679541673,2145/12/3 11:21,饼干,食品,0
E***,2,买了12盒，正在减肥的我，你说减肥不能吃[流泪][流泪][流泪][流泪],1679541674,2145/12/3 11:21,饼干,食品,0
么***,0,35号大概有几个,1679541674,2145/12/3 11:21,饼干,食品,0
子***,0,办公桌上都是,1679541674,2145/12/3 11:21,饼干,食品,0
候***,0,8天不发货,1679541675,2145/12/3 11:21,饼干,食品,0
初***,2,小孩能吃吗,1679541675,2145/12/3 11:21,饼干,食品,0
爱***,2,84号链接怎么有运费了,1679541675,2145/12/3 11:21,饼干,食品,0
??***,2,好吃,1679541676,2145/12/3 11:21,饼干,食品,0
漂***,2,适合给孩子吃,1679541676,2145/12/3 11:21,饼干,食品,0
情***,2,舌头终于捋顺了[呲牙],1679541676,2145/12/3 11:21,饼干,食品,0
滇***,0,我吃，但是我想要包邮,1679541677,2145/12/3 11:21,饼干,食品,0
D***,0,好吃,1679541678,2145/12/3 11:21,饼干,食品,0
竹***,0,是支持你,1679541678,2145/12/3 11:21,饼干,食品,0
初***,2,2岁,1679541678,2145/12/3 11:21,饼干,食品,0
桐***,2,这个好吃,1679541678,2145/12/3 11:21,饼干,食品,0
泡***,2,近一点看看,1679541680,2145/12/3 11:21,饼干,食品,0
y***,0,喝水喝水,1679541680,2145/12/3 11:21,饼干,食品,0
?***,1,[赞][赞][赞]可以考虑,1679541682,2145/12/3 11:21,饼干,食品,0
木***,2,喝水喝水,1679541682,2145/12/3 11:21,饼干,食品,0
M***,2,五谷鸡爪要,1679541682,2145/12/3 11:21,饼干,食品,0
已***,2,中午好,1679541682,2145/12/3 11:21,饼干,食品,0
暖***,2,吃也要吃，顿顿也要支持,1679541682,2145/12/3 11:21,饼干,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541683,2145/12/3 11:21,饼干,食品,0
雁***,0,给爸爸买了四盒,1679541683,2145/12/3 11:21,饼干,食品,0
葡***,1,含糖吗？,1679541684,2145/12/3 11:21,饼干,食品,0
爱***,2,自营品都很好啊,1679541684,2145/12/3 11:21,饼干,食品,0
寒***,0,好吃好吃同事们都说好吃,1679541685,2145/12/3 11:21,饼干,食品,0
??***,2,小朋友一次性吃两包,1679541685,2145/12/3 11:21,饼干,食品,0
么***,0,35号大概有几个,1679541686,2145/12/3 11:21,饼干,食品,0
皮***,0,买了  买了,1679541686,2145/12/3 11:21,饼干,食品,0
y***,2,别管我啦,1679541687,2145/12/3 11:21,饼干,食品,0
别***,2,挺好吃的,1679541687,2145/12/3 11:21,饼干,食品,0
星***,2,顿顿下午和谁一起出发,1679541688,2145/12/3 11:21,饼干,食品,0
周***,0,又拍了十盒，你来我家一起吃,1679541690,2145/12/3 11:21,饼干,食品,0
旅***,2,我家喜欢吃,1679541690,2145/12/3 11:21,饼干,食品,0
星***,2,这个单独包装的，分享很方便,1679541690,2145/12/3 11:21,饼干,食品,0
雪***,2,想问一下凤梨还有吗,1679541692,2145/12/3 11:21,饼干,食品,0
上***,2,我儿子特别爱吃,1679541693,2145/12/3 11:21,饼干,食品,0
幸***,0,你太好吃了，又香又脆，根本停不了口，只剩一盒了,1679541694,2145/12/3 11:21,饼干,食品,0
爱***,2,84号怎么有运费了呢,1679541694,2145/12/3 11:21,饼干,食品,0
米***,2,确实好吃的。脆香脆香的。不那么甜,1679541695,2145/12/3 11:21,饼干,食品,0
珍***,2,我上周五买的，都吃完了[呲牙],1679541696,2145/12/3 11:21,饼干,食品,0
晓***,2,吃的好，分享,1679541696,2145/12/3 11:21,饼干,食品,0
糖***,2,支持支持支持,1679541697,2145/12/3 11:21,饼干,食品,0
爱***,2,自营苏打饼干介绍一下呗,1679541698,2145/12/3 11:21,饼干,食品,0
秋***,2,给孩子吃,1679541699,2145/12/3 11:21,饼干,食品,0
恬***,0,快卖货吧顿子[泪奔],1679541700,2145/12/3 11:21,饼干,食品,0
悠***,2,拍了饼干,1679541701,2145/12/3 11:21,饼干,食品,0
小***,2,有冬枣吗,1679541702,2145/12/3 11:21,饼干,食品,0
S***,1,顿顿[赞][一起加油],1679541704,2145/12/3 11:21,饼干,食品,0
秋***,2,有几个,1679541705,2145/12/3 11:21,饼干,食品,0
东***,0,@么*** 产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541707,2145/12/3 11:21,饼干,食品,0
活***,0,好长时间没看到顿顿了,1679541707,2145/12/3 11:21,饼干,食品,0
别***,2,很好吃,1679541711,2145/12/3 11:21,饼干,食品,0
白***,2,顿顿太招人喜欢了??,1679541711,2145/12/3 11:21,饼干,食品,0
宁***,2,这个米还可以吧？,1679541712,2145/12/3 11:21,饼干,食品,0
秋***,2,好吃吗,1679541712,2145/12/3 11:21,饼干,食品,0
珍***,2,小朋友一天吃一盒,1679541712,2145/12/3 11:21,饼干,食品,0
D***,0,饼干好吃,1679541713,2145/12/3 11:21,饼干,食品,0
5***,2,可以分给同事同学吃,1679541713,2145/12/3 11:21,饼干,食品,0
桃***,2,涛～上播啦,1679541716,2145/12/3 11:21,饼干,食品,0
旅***,2,有没有蓝莓干,1679541716,2145/12/3 11:21,饼干,食品,0
废***,2,大小朋友也很喜欢吃,1679541716,2145/12/3 11:21,饼干,食品,0
燕***,2,看到是顿顿，赶紧进来看看[比心],1679541717,2145/12/3 11:21,饼干,食品,0
y***,0,苏打饼干,1679541719,2145/12/3 11:21,饼干,食品,0
木***,2,大家想买就买，你别管了！[灵机一动],1679541719,2145/12/3 11:21,饼干,食品,0
我***,2,买了买了,1679541721,2145/12/3 11:22,饼干,食品,0
嘟***,0,怪不得我胖了，我能一下子炫一盒,1679541721,2145/12/3 11:22,饼干,食品,0
小***,2,一盒多少克,1679541724,2145/12/3 11:22,饼干,食品,0
哈***,2,摸鱼五分钟看顿顿[呲牙],1679541726,2145/12/3 11:22,饼干,食品,0
旅***,2,蓝莓干今天有没有,1679541727,2145/12/3 11:22,饼干,食品,0
悦***,2,就要买 别管我了,1679541728,2145/12/3 11:22,饼干,食品,0
星***,2,顿顿下午和谁一起出发,1679541728,2145/12/3 11:22,饼干,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541728,2145/12/3 11:22,饼干,食品,0
l***,0,配粥，配茶，配酸奶都好吃,1679541729,2145/12/3 11:22,饼干,食品,0
用***,0,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1679541730,2145/12/3 11:22,饼干,食品,0
孙***,0,管不住自己,1679541731,2145/12/3 11:22,饼干,食品,0
秋***,2,有冬枣吗,1679541732,2145/12/3 11:22,饼干,食品,0
晓***,2,老公饼有吗？,1679541732,2145/12/3 11:22,饼干,食品,0
木***,0,咋看不到我的评论呀,1679541732,2145/12/3 11:22,饼干,食品,0
乖***,2,分给同事,1679541735,2145/12/3 11:22,饼干,食品,0
羊***,0,又拿出来吃了,1679541735,2145/12/3 11:22,饼干,食品,0
m***,2,我就是一天一盒,1679541737,2145/12/3 11:22,芝麻粉,食品,0
?***,2,一盒的热量是多少,1679541737,2145/12/3 11:22,芝麻粉,食品,0
我***,0,别管我拉[捂脸],1679541737,2145/12/3 11:22,芝麻粉,食品,0
M***,2,你提醒我了，我拿了一袋吃起来,1679541738,2145/12/3 11:22,芝麻粉,食品,0
乖***,2,我买了分给同事,1679541739,2145/12/3 11:22,芝麻粉,食品,0
浆***,0,去不去广州？,1679541739,2145/12/3 11:22,芝麻粉,食品,0
旅***,2,想看蓝莓干,1679541739,2145/12/3 11:22,芝麻粉,食品,0
宅***,0,俺一天吃两盒,1679541740,2145/12/3 11:22,芝麻粉,食品,0
杨***,2,苏打饼干,1679541740,2145/12/3 11:22,芝麻粉,食品,0
小***,2,一盒多少克,1679541740,2145/12/3 11:22,芝麻粉,食品,0
M***,2,一次吃两包,1679541741,2145/12/3 11:22,芝麻粉,食品,0
嘘***,0,别操心，我就想一天吃一盒[看],1679541741,2145/12/3 11:22,芝麻粉,食品,0
晚***,2,吃太多，上火，慢慢吃,1679541741,2145/12/3 11:22,芝麻粉,食品,0
星***,2,闭眼入[捂脸],1679541741,2145/12/3 11:22,芝麻粉,食品,0
方***,0,顿顿，我要看蓝莓,1679541745,2145/12/3 11:22,芝麻粉,食品,0
桃***,2,别管我们啦,1679541745,2145/12/3 11:22,芝麻粉,食品,0
蘑***,0,四岁小朋友能吃多少,1679541746,2145/12/3 11:22,芝麻粉,食品,0
杏***,2,你卖货，别管我了,1679541747,2145/12/3 11:22,芝麻粉,食品,0
晓***,2,艾玛！顿顿回来了？,1679541747,2145/12/3 11:22,芝麻粉,食品,0
旅***,2,顿顿蓝莓干,1679541748,2145/12/3 11:22,芝麻粉,食品,0
宁***,2,你什么都想买,1679541748,2145/12/3 11:22,芝麻粉,食品,0
小***,0,[玫瑰][玫瑰][玫瑰][玫瑰],1679541748,2145/12/3 11:22,芝麻粉,食品,0
J***,2,热量高哎,1679541749,2145/12/3 11:22,芝麻粉,食品,0
葡***,1,含糖吗？血糖高能吃不？,1679541750,2145/12/3 11:22,芝麻粉,食品,0
陌***,0,好吃可不要贪杯哦,1679541751,2145/12/3 11:22,芝麻粉,食品,0
回***,0,一盒200克,1679541752,2145/12/3 11:22,芝麻粉,食品,0
鱼***,2,点赞点赞点赞,1679541752,2145/12/3 11:22,芝麻粉,食品,0
Q***,2,今天怎么带工牌了,1679541752,2145/12/3 11:22,芝麻粉,食品,0
@***,0,要焖烧杯那种燕耳吗？,1679541752,2145/12/3 11:22,芝麻粉,食品,0
乖***,2,[捂脸][捂脸][捂脸],1679541753,2145/12/3 11:22,芝麻粉,食品,0
秋***,2,一盒,1679541753,2145/12/3 11:22,芝麻粉,食品,0
婧***,0,就要买，不要管我,1679541753,2145/12/3 11:22,芝麻粉,食品,0
用***,2,@y*** 购物车有，你找一下，需要的自助下单,1679541755,2145/12/3 11:22,芝麻粉,食品,0
与***,2,别管我们啦！,1679541755,2145/12/3 11:22,芝麻粉,食品,0
??***,2,今天没有苹果吗？,1679541755,2145/12/3 11:22,芝麻粉,食品,0
林***,2,有点甜，建议降低甜度,1679541758,2145/12/3 11:22,芝麻粉,食品,0
晨***,2,[玫瑰][玫瑰][玫瑰][玫瑰],1679541758,2145/12/3 11:22,芝麻粉,食品,0
M***,2,是的！昨天吃太多就胖了！,1679541759,2145/12/3 11:22,芝麻粉,食品,0
东***,0,评论太多主播可能没办法一一回复，具体问题可以链接左下角咨询下客服哦,1679541759,2145/12/3 11:22,芝麻粉,食品,0
旅***,2,说下蓝莓干,1679541760,2145/12/3 11:22,芝麻粉,食品,0
我***,0,杨梅汁会有哪些，杨梅汁今天会有吗？,1679541760,2145/12/3 11:22,芝麻粉,食品,0
贝***,2,@浆*** 去,1679541761,2145/12/3 11:22,芝麻粉,食品,0
?***,2,买回去给孩子吃，结果减肥的我一天和孩子吃一盒…..,1679541762,2145/12/3 11:22,芝麻粉,食品,0
蔷***,2,好吃,1679541762,2145/12/3 11:22,芝麻粉,食品,0
豆***,1,顿顿咋来了,1679541762,2145/12/3 11:22,芝麻粉,食品,0
石***,1,咋的了,1679541764,2145/12/3 11:22,芝麻粉,食品,0
酒***,0,这个好吃好吃，我家两岁半宝宝也很喜欢,1679541765,2145/12/3 11:22,芝麻粉,食品,0
a***,2,哈哈,1679541766,2145/12/3 11:22,芝麻粉,食品,0
嘟***,0,哈哈哈哈这个也好吃,1679541766,2145/12/3 11:22,芝麻粉,食品,0
无***,2,中午好,1679541767,2145/12/3 11:22,芝麻粉,食品,0
江***,2,哇啊啊啊啊,1679541768,2145/12/3 11:22,芝麻粉,食品,0
恬***,0,[捂脸]有人能吃一盒吗，那肯定是饼干的爱好者,1679541770,2145/12/3 11:22,芝麻粉,食品,0
婧***,0,我要买啊，为什么要管我,1679541770,2145/12/3 11:22,芝麻粉,食品,0
发***,0,上链接,1679541770,2145/12/3 11:22,芝麻粉,食品,0
画***,2,确实很好吃，但怕胖[捂脸][捂脸][捂脸],1679541770,2145/12/3 11:22,芝麻粉,食品,0
旅***,2,有没有蓝莓干,1679541771,2145/12/3 11:22,芝麻粉,食品,0
空***,0,想看看榛子,1679541771,2145/12/3 11:22,芝麻粉,食品,0
幻***,2,@方*** 蓝莓刚刚才讲了哦,1679541772,2145/12/3 11:22,芝麻粉,食品,0
蘑***,0,不拦着，小朋友全部吃完，小朋友能吃多少,1679541772,2145/12/3 11:22,芝麻粉,食品,0
方***,0,顿顿，我要看蓝莓,1679541774,2145/12/3 11:22,芝麻粉,食品,0
常***,2,有坚果吗。,1679541775,2145/12/3 11:22,芝麻粉,食品,0
宅***,0,@葡*** 血糖高不能吃饼干,1679541776,2145/12/3 11:22,芝麻粉,食品,0
构***,1,最近顿顿经常来大号了??,1679541776,2145/12/3 11:22,芝麻粉,食品,0
??***,2,顿顿顿顿顿,1679541777,2145/12/3 11:22,芝麻粉,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541778,2145/12/3 11:22,芝麻粉,食品,0
L***,0,[呲牙],1679541778,2145/12/3 11:22,芝麻粉,食品,0
杏***,2,你讲品，别管我们了,1679541779,2145/12/3 11:22,芝麻粉,食品,0
秋***,2,中午好,1679541784,2145/12/3 11:23,芝麻粉,食品,0
宁***,2,都想买什么都想买,1679541786,2145/12/3 11:23,芝麻粉,食品,0
空***,0,榛子榛子,1679541786,2145/12/3 11:23,芝麻粉,食品,0
我***,2,蓝莓刚拍完就发货了[捂脸],1679541792,2145/12/3 11:23,芝麻粉,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679541794,2145/12/3 11:23,芝麻粉,食品,0
我***,2,和31号链接有啥区别,1679541795,2145/12/3 11:23,芝麻粉,食品,0
??***,2,[赞][赞][赞][赞],1679541796,2145/12/3 11:23,芝麻粉,食品,0
a***,2,@蘑*** [看],1679541796,2145/12/3 11:23,芝麻粉,食品,0
g***,1,饼干好吃,1679541797,2145/12/3 11:23,芝麻粉,食品,0
雨***,2,爱顿顿,1679541797,2145/12/3 11:23,芝麻粉,食品,0
蓝***,2,午餐肉链接去哪了,1679541799,2145/12/3 11:23,芝麻粉,食品,0
华***,0,饼干??确实好吃??,1679541799,2145/12/3 11:23,芝麻粉,食品,0
Y***,2,烤肠孩子能吃么,1679541799,2145/12/3 11:23,芝麻粉,食品,0
旅***,2,我家小孩喜欢吃蓝莓干,1679541800,2145/12/3 11:23,芝麻粉,食品,0
Z***,1,[赞][赞][赞][赞][赞][赞][赞][赞],1679541803,2145/12/3 11:23,芝麻粉,食品,0
老***,0,这个比超市便宜还划算,1679541805,2145/12/3 11:23,芝麻粉,食品,0
英***,0,好久有太平猴魁，老公跟我要了几次了,1679541808,2145/12/3 11:23,芝麻粉,食品,0
N***,0,发货好快啊!!刚拍的蓝莓发货了!,1679541808,2145/12/3 11:23,芝麻粉,食品,0
Y***,2,烤肠孩子能吃么,1679541809,2145/12/3 11:23,芝麻粉,食品,0
糯***,2,孕妇可以吃吗,1679541810,2145/12/3 11:23,芝麻粉,食品,0
芝***,0,顿顿老师,1679541812,2145/12/3 11:23,芝麻粉,食品,0
G***,2,糊hù,1679541812,2145/12/3 11:23,芝麻粉,食品,0
木***,0,身材管理期能吃吗,1679541812,2145/12/3 11:23,芝麻粉,食品,0
用***,0,什么味,1679541813,2145/12/3 11:23,芝麻粉,食品,0
L***,2,甜吗？,1679541815,2145/12/3 11:23,芝麻粉,食品,0
苡***,2,53呢,1679541815,2145/12/3 11:23,芝麻粉,食品,0
宅***,0,这个有加糖的吗,1679541816,2145/12/3 11:23,芝麻粉,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679541816,2145/12/3 11:23,芝麻粉,食品,0
冬***,2,支持支持,1679541818,2145/12/3 11:23,芝麻粉,食品,0
辰***,2,顿顿,1679541822,2145/12/3 11:23,芝麻粉,食品,0
??***,2,[赞][赞][赞][赞][赞],1679541828,2145/12/3 11:23,芝麻粉,食品,0
木***,2,顿顿不去大亚湾吗？,1679541828,2145/12/3 11:23,芝麻粉,食品,0
亦***,2,天啦，顿顿好可爱[比心][比心],1679541828,2145/12/3 11:23,芝麻粉,食品,0
??***,0,糙米有吗,1679541830,2145/12/3 11:23,芝麻粉,食品,0
玲***,2,已拍,1679541832,2145/12/3 11:23,芝麻粉,食品,0
广***,2,烤肠的肉没问题吧，昨天刚买[捂脸],1679541833,2145/12/3 11:23,芝麻粉,食品,0
初***,2,梨呢,1679541834,2145/12/3 11:23,芝麻粉,食品,0
陈***,2,支持顿顿[赞][赞][赞],1679541835,2145/12/3 11:23,芝麻粉,食品,0
别***,2,今天有苏打饼干吗,1679541835,2145/12/3 11:23,芝麻粉,食品,0
七***,2,来了,1679541835,2145/12/3 11:23,芝麻粉,食品,0
木***,2,顿顿不去大亚湾吗？,1679541837,2145/12/3 11:23,芝麻粉,食品,0
糯***,2,孕妇可以吃吗,1679541838,2145/12/3 11:23,芝麻粉,食品,0
用***,0,空气炸锅,1679541839,2145/12/3 11:23,芝麻粉,食品,0
蕊***,2,想要书包,1679541839,2145/12/3 11:23,芝麻粉,食品,0
嘻***,2,龟苓膏有不,1679541839,2145/12/3 11:23,芝麻粉,食品,0
L***,0,顿顿中午好,1679541839,2145/12/3 11:23,芝麻粉,食品,0
木***,0,这个减脂期能喝吗,1679541842,2145/12/3 11:24,芝麻粉,食品,0
蘑***,2,拍好了,1679541845,2145/12/3 11:24,芝麻粉,食品,0
桃***,2,季节性产品,1679541846,2145/12/3 11:24,芝麻粉,食品,0
彩***,2,杨梅汁最好喝,1679541846,2145/12/3 11:24,芝麻粉,食品,0
用***,0,虾收到了，比之前小了很多，之前53个，这次62个，看上去冻了很长时间了,1679541848,2145/12/3 11:24,芝麻粉,食品,0
莲***,2,甜的？,1679541849,2145/12/3 11:24,芝麻粉,食品,0
小***,1,有没有草莓啊！,1679541849,2145/12/3 11:24,芝麻粉,食品,0
木***,2,顿顿不去大亚湾吗？,1679541850,2145/12/3 11:24,芝麻粉,食品,0
木***,0,看到我的评论了吗,1679541851,2145/12/3 11:24,芝麻粉,食品,0
快***,1,@木*** 要去,1679541852,2145/12/3 11:24,芝麻粉,食品,0
无***,1,zzz,1679541852,2145/12/3 11:24,芝麻粉,食品,0
紫***,0,昨天我在超市看到这个卖88一罐，幸好我在这拍了，便宜好多。,1679541853,2145/12/3 11:24,芝麻粉,食品,0
两***,2,烤肠孩子可以吃,1679541853,2145/12/3 11:24,芝麻粉,食品,0
