昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
林***,0,冬冬老师上午好,1679537320,2145/12/3 10:08,茶叶,食品,0
执***,0,生活号今天几点开播？,1679537320,2145/12/3 10:08,茶叶,食品,0
靠***,1,上午好,1679537321,2145/12/3 10:08,茶叶,食品,0
内***,0,一个月吗,1679537321,2145/12/3 10:08,茶叶,食品,0
微***,2,都是没见过的,1679537322,2145/12/3 10:08,茶叶,食品,0
我***,2,哪些是自营,1679537322,2145/12/3 10:08,茶叶,食品,0
用***,0,什么时候直播,1679537325,2145/12/3 10:08,茶叶,食品,0
生***,2,橙子有吗,1679537327,2145/12/3 10:08,茶叶,食品,0
北***,2,大家跟着主播直播顺序来，其他商品可以查看小黄车，开价的都可以拍，过了的有讲解回放可以看,1679537329,2145/12/3 10:08,茶叶,食品,0
生***,2,橙子,1679537332,2145/12/3 10:08,茶叶,食品,0
蓝***,2,就是,1679537332,2145/12/3 10:08,茶叶,食品,0
听***,2,有虾吗,1679537333,2145/12/3 10:08,茶叶,食品,0
才***,2,什么时候介绍到空气炸锅[呲牙],1679537336,2145/12/3 10:08,茶叶,食品,0
旭***,2,铁锅今天有吗？,1679537336,2145/12/3 10:08,茶叶,食品,0
兜***,0,葛根粉含糖吗？,1679537338,2145/12/3 10:08,茶叶,食品,0
D***,2,燕耳还有吗,1679537339,2145/12/3 10:08,茶叶,食品,0
用***,0,什么时候直播,1679537339,2145/12/3 10:08,茶叶,食品,0
生***,2,血橙,1679537340,2145/12/3 10:09,茶叶,食品,0
眼***,2,理解你东东,1679537340,2145/12/3 10:09,茶叶,食品,0
??***,2,削皮刀,1679537341,2145/12/3 10:09,茶叶,食品,0
我***,2,冬冬棒棒哒[赞],1679537345,2145/12/3 10:09,茶叶,食品,0
简***,2,砂锅今天还上不,1679537345,2145/12/3 10:09,茶叶,食品,0
淘***,2,虾还有吗,1679537345,2145/12/3 10:09,茶叶,食品,0
梦***,2,[赞][赞][赞][赞],1679537346,2145/12/3 10:09,茶叶,食品,0
ヾ***,2,今天有什么水果？,1679537347,2145/12/3 10:09,茶叶,食品,0
梦***,2,[调皮],1679537349,2145/12/3 10:09,茶叶,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537350,2145/12/3 10:09,茶叶,食品,0
吳***,2,去皮神奇加点,1679537350,2145/12/3 10:09,茶叶,食品,0
小***,0,东方介绍一下葛根粉,1679537351,2145/12/3 10:09,茶叶,食品,0
减***,0,大家各方面都有需要，我感觉各方面都挺好的，大家各取所需啦,1679537354,2145/12/3 10:09,茶叶,食品,0
那***,2,冬冬好乖[呲牙][呲牙][呲牙][呲牙][呲牙],1679537358,2145/12/3 10:09,茶叶,食品,0
??***,2,保护冬冬！！！,1679537359,2145/12/3 10:09,茶叶,食品,0
用***,0,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679537360,2145/12/3 10:09,茶叶,食品,0
小***,2,我就是新进的，没听全,1679537361,2145/12/3 10:09,茶叶,食品,0
兜***,0,葛根粉含糖吗？,1679537362,2145/12/3 10:09,茶叶,食品,0
兰***,2,好茶,1679537362,2145/12/3 10:09,茶叶,食品,0
馨***,2,有牛奶吗,1679537364,2145/12/3 10:09,茶叶,食品,0
z***,2,今天买的3040的虾比我在其他直播间买的多大了[赞][赞][赞],1679537364,2145/12/3 10:09,茶叶,食品,0
两***,2,[赞][赞][赞][赞],1679537372,2145/12/3 10:09,茶叶,食品,0
吳***,2,去皮神器加点库存，谢谢！,1679537373,2145/12/3 10:09,茶叶,食品,0
紫***,0,买了,1679537375,2145/12/3 10:09,茶叶,食品,0
念***,2,[赞][赞][赞],1679537375,2145/12/3 10:09,茶叶,食品,0
凯***,2,冬冬棒棒哒,1679537380,2145/12/3 10:09,茶叶,食品,0
P***,0,[比心][比心][比心][比心],1679537381,2145/12/3 10:09,茶叶,食品,0
小***,1,咖啡上点,1679537381,2145/12/3 10:09,茶叶,食品,0
??***,2,大家按需购买就好了，干嘛要说冬冬,1679537384,2145/12/3 10:09,茶叶,食品,0
郑***,2,郑州咋不能发货,1679537385,2145/12/3 10:09,茶叶,食品,0
意***,2,2号配料表能看看吗？,1679537385,2145/12/3 10:09,茶叶,食品,0
辰***,2,9号虾是多少重量啊,1679537387,2145/12/3 10:09,茶叶,食品,0
小***,1,上点咖啡,1679537391,2145/12/3 10:09,茶叶,食品,0
意***,2,2号配料表能看看吗？,1679537392,2145/12/3 10:09,茶叶,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537393,2145/12/3 10:09,茶叶,食品,0
昊***,2,小熊绞肉机有吗,1679537398,2145/12/3 10:09,茶叶,食品,0
郑***,2,郑州咋不能发货,1679537402,2145/12/3 10:10,茶叶,食品,0
意***,2,2号配料表能看看吗？,1679537404,2145/12/3 10:10,茶叶,食品,0
小***,1,上点咖啡,1679537405,2145/12/3 10:10,茶叶,食品,0
馨***,2,有蒙牛或者伊利牛奶吗,1679537405,2145/12/3 10:10,茶叶,食品,0
香***,2,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679537409,2145/12/3 10:10,茶叶,食品,0
泰***,1,红茶有吗,1679537409,2145/12/3 10:10,茶叶,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537415,2145/12/3 10:10,茶叶,食品,0
简***,2,这个手，好看,1679537418,2145/12/3 10:10,茶叶,食品,0
鑫***,2,有没有回甘,1679537419,2145/12/3 10:10,茶叶,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537425,2145/12/3 10:10,茶叶,食品,0
P***,0,[赞][赞][赞][赞],1679537426,2145/12/3 10:10,茶叶,食品,0
小***,1,上点咖啡,1679537430,2145/12/3 10:10,茶叶,食品,0
心***,0,冬冬棒棒哒[赞][赞][赞],1679537440,2145/12/3 10:10,茶叶,食品,0
菲***,0,主播卖啥又不是他决定的。干嘛说我们冬冬,1679537445,2145/12/3 10:10,茶叶,食品,0
郑***,2,郑周怎么不发货,1679537445,2145/12/3 10:10,茶叶,食品,0
美***,2,上午好,1679537452,2145/12/3 10:10,茶叶,食品,0
春***,0,龙井怎么和安吉的价位一样？,1679537456,2145/12/3 10:10,茶叶,食品,0
菲***,0,我冬那么好,1679537457,2145/12/3 10:10,茶叶,食品,0
鑫***,2,明前龙井是今年的新茶吗？有没有回甘,1679537458,2145/12/3 10:10,茶叶,食品,0
一***,2,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679537463,2145/12/3 10:11,茶叶,食品,0
郑***,2,郑州为啥不发货,1679537464,2145/12/3 10:11,茶叶,食品,0
梦***,2,[赞][赞][赞],1679537465,2145/12/3 10:11,茶叶,食品,0
徐***,0,有鸡胸肉卖吗？,1679537467,2145/12/3 10:11,茶叶,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537467,2145/12/3 10:11,茶叶,食品,0
张***,2,喜欢冬冬,1679537467,2145/12/3 10:11,茶叶,食品,0
小***,2,喜欢东东,1679537468,2145/12/3 10:11,茶叶,食品,0
$***,2,当天可以发货吗,1679537470,2145/12/3 10:11,茶叶,食品,0
一***,2,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679537471,2145/12/3 10:11,茶叶,食品,0
春***,0,不是头采吧,1679537472,2145/12/3 10:11,茶叶,食品,0
喵***,2,有普洱吗,1679537473,2145/12/3 10:11,茶叶,食品,0
东***,0,@郑*** 拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679537478,2145/12/3 10:11,茶叶,食品,0
??***,2,咋还不来,1679537483,2145/12/3 10:11,茶叶,食品,0
喵***,2,有普洱吗,1679537483,2145/12/3 10:11,茶叶,食品,0
珍***,2,好喝吗,1679537484,2145/12/3 10:11,茶叶,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537486,2145/12/3 10:11,茶叶,食品,0
蓝***,0,有牙膏吗,1679537487,2145/12/3 10:11,茶叶,食品,0
菲***,0,新手。咱就是。泡少一点淡着点儿喝，慢慢适应,1679537489,2145/12/3 10:11,茶叶,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537492,2145/12/3 10:11,茶叶,食品,0
小***,0,我们湖州的茶,1679537496,2145/12/3 10:11,茶叶,食品,0
V***,2,谁去溯源,1679537501,2145/12/3 10:11,茶叶,食品,0
岁***,1,虾饼,1679537504,2145/12/3 10:11,茶叶,食品,0
??***,2,没有鸡胸肉吗？,1679537505,2145/12/3 10:11,茶叶,食品,0
香***,2,[比心][比心][比心][比心],1679537511,2145/12/3 10:11,茶叶,食品,0
岁***,1,普洱茶,1679537514,2145/12/3 10:11,茶叶,食品,0
出***,2,牛肉干什么时间还上,1679537514,2145/12/3 10:11,茶叶,食品,0
燕***,2,[赞][赞][赞][赞][赞],1679537516,2145/12/3 10:11,茶叶,食品,0
梦***,2,[比心][比心][比心][比心],1679537516,2145/12/3 10:11,茶叶,食品,0
呀***,2,苹果还有吗,1679537519,2145/12/3 10:11,茶叶,食品,0
P***,2,都是今年的新茶吗,1679537526,2145/12/3 10:12,茶叶,食品,0
鑫***,2,明前龙井有没有回甘，或者这三种茶哪个有回甘,1679537526,2145/12/3 10:12,茶叶,食品,0
叶***,0,冬冬上午好,1679537527,2145/12/3 10:12,茶叶,食品,0
小***,0,还有水口紫笋茶，农家高山茶。,1679537528,2145/12/3 10:12,茶叶,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537529,2145/12/3 10:12,茶叶,食品,0
M***,2,排骨什么时候还上,1679537531,2145/12/3 10:12,茶叶,食品,0
小***,1,桂圆,1679537534,2145/12/3 10:12,茶叶,食品,0
阿***,0,春饼就是面皮啊，好多人怎么一点常识都没有。我看春饼就挺好,1679537534,2145/12/3 10:12,茶叶,食品,0
Й***,2,好吃,1679537535,2145/12/3 10:12,茶叶,食品,0
菲***,0,绿茶有的人胃受不了。,1679537535,2145/12/3 10:12,意大利面,食品,0
用***,0,上午好,1679537540,2145/12/3 10:12,意大利面,食品,0
香***,2,[鼓掌][鼓掌][鼓掌][鼓掌],1679537540,2145/12/3 10:12,意大利面,食品,0
小***,2,??????,1679537542,2145/12/3 10:12,意大利面,食品,0
菲***,0,红茶基本就。随便入,1679537544,2145/12/3 10:12,意大利面,食品,0
依***,2,求关注,1679537545,2145/12/3 10:12,意大利面,食品,0
欣***,2,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679537548,2145/12/3 10:12,意大利面,食品,0
鑫***,2,好的,1679537548,2145/12/3 10:12,意大利面,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537549,2145/12/3 10:12,意大利面,食品,0
是***,0,很久没看见你了朋友,1679537550,2145/12/3 10:12,意大利面,食品,0
A***,0,好,1679537552,2145/12/3 10:12,意大利面,食品,0
欣***,2,[比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心],1679537554,2145/12/3 10:12,意大利面,食品,0
ヾ***,2,今天有什么水果？,1679537557,2145/12/3 10:12,意大利面,食品,0
袁***,0,龙井是机器炒制的吗。,1679537563,2145/12/3 10:12,意大利面,食品,0
菲***,0,我冬看见我了。我好开心,1679537564,2145/12/3 10:12,意大利面,食品,0
东***,0,小黄车均己开价，有喜欢的品可以直接拍，想要了解更多的可以看下详情页或回放哦，具体咨询链接左下角客服哈,1679537566,2145/12/3 10:12,意大利面,食品,0
叶***,0,这么早就吃午饭了？[捂脸],1679537566,2145/12/3 10:12,意大利面,食品,0
孙***,2,空气炸锅有大一点的吗,1679537569,2145/12/3 10:12,意大利面,食品,0
菲***,0,哈哈哈哈哈哈,1679537570,2145/12/3 10:12,意大利面,食品,0
@***,2,这个是最安静直播间,1679537571,2145/12/3 10:12,意大利面,食品,0
P***,0,[赞][赞][赞][赞],1679537575,2145/12/3 10:12,意大利面,食品,0
喵***,2,我一喝绿茶胃疼,1679537575,2145/12/3 10:12,意大利面,食品,0
淘***,2,我不会做,1679537581,2145/12/3 10:13,意大利面,食品,0
孙***,2,空气炸锅有大一点的吗,1679537585,2145/12/3 10:13,意大利面,食品,0
晏***,2,早上好,1679537585,2145/12/3 10:13,意大利面,食品,0
黑***,0,冬冬最近都是晚班 哈哈哈哈,1679537586,2145/12/3 10:13,意大利面,食品,0
梦***,2,[赞][赞][赞][赞],1679537586,2145/12/3 10:13,意大利面,食品,0
P***,0,[鼓掌][鼓掌][鼓掌][鼓掌],1679537587,2145/12/3 10:13,意大利面,食品,0
啊***,2,什么时候有佛跳墙呀,1679537591,2145/12/3 10:13,意大利面,食品,0
东***,0,大家可以点击主播头上的会员好礼加入会员，可领取优惠券并查看积分兑换好礼，在购买自营品时可以使用哦,1679537591,2145/12/3 10:13,意大利面,食品,0
宝***,0,有没有蓝莓干儿了,1679537592,2145/12/3 10:13,意大利面,食品,0
随***,0,还有儿童牛奶吗,1679537593,2145/12/3 10:13,意大利面,食品,0
阿***,2,这个热量好高啊 哥哥,1679537593,2145/12/3 10:13,意大利面,食品,0
格***,2,来给管家点赞了,1679537594,2145/12/3 10:13,意大利面,食品,0
P***,0,[比心][比心][比心][比心],1679537594,2145/12/3 10:13,意大利面,食品,0
哎***,2,山楂六物膏,1679537596,2145/12/3 10:13,意大利面,食品,0
梦***,2,上午好,1679537601,2145/12/3 10:13,意大利面,食品,0
华***,0,有猕猴桃卖吗,1679537609,2145/12/3 10:13,意大利面,食品,0
梦***,2,哈哈哈哈哈,1679537616,2145/12/3 10:13,意大利面,食品,0
逆***,0,冬冬，有没有养生壶,1679537617,2145/12/3 10:13,意大利面,食品,0
落***,0,这个超级好吃,1679537620,2145/12/3 10:13,意大利面,食品,0
L***,2,提个意见：番茄的太咸了,1679537621,2145/12/3 10:13,意大利面,食品,0
么***,2,虾没有大的了吗？,1679537622,2145/12/3 10:13,意大利面,食品,0
??***,2,梨干还有吗,1679537624,2145/12/3 10:13,意大利面,食品,0
梦***,2,[赞][赞][赞][赞][赞],1679537625,2145/12/3 10:13,意大利面,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537627,2145/12/3 10:13,意大利面,食品,0
宜***,2,买了榴莲,1679537628,2145/12/3 10:13,意大利面,食品,0
宝***,0,有没有蓝莓干儿了,1679537628,2145/12/3 10:13,意大利面,食品,0
么***,2,虾什么时候有大的,1679537629,2145/12/3 10:13,意大利面,食品,0
梦***,2,[比心][比心][比心][比心][比心][比心],1679537630,2145/12/3 10:13,意大利面,食品,0
梦***,2,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679537639,2145/12/3 10:13,意大利面,食品,0
逆***,0,冬冬，今天有养生壶吗？,1679537641,2145/12/3 10:14,意大利面,食品,0
鞋***,2,回购很多次 太香了,1679537643,2145/12/3 10:14,意大利面,食品,0
辰***,2,烤肠开价了吗,1679537644,2145/12/3 10:14,意大利面,食品,0
樱***,2,哇塞看着就很好吃,1679537648,2145/12/3 10:14,意大利面,食品,0
梦***,2,[比心][比心][比心][比心][比心],1679537649,2145/12/3 10:14,意大利面,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679537650,2145/12/3 10:14,意大利面,食品,0
夏***,0,这个好吃[赞],1679537652,2145/12/3 10:14,意大利面,食品,0
鞋***,2,为意面打call,1679537652,2145/12/3 10:14,意大利面,食品,0
鞋***,2,太好吃了,1679537657,2145/12/3 10:14,意大利面,食品,0
东***,0,小黄车均己开价，有喜欢的品可以直接拍，想要了解更多的可以看下详情页或回放哦，具体咨询链接左下角客服哈,1679537658,2145/12/3 10:14,意大利面,食品,0
叶***,0,这牛肉是意面里自带的？,1679537661,2145/12/3 10:14,意大利面,食品,0
梦***,2,好吃[赞][赞][赞],1679537663,2145/12/3 10:14,意大利面,食品,0
小***,2,牛肉是额外加的,1679537666,2145/12/3 10:14,意大利面,食品,0
燕***,2,看起来好好吃,1679537666,2145/12/3 10:14,意大利面,食品,0
梦***,2,[赞][赞][赞][赞][赞][赞],1679537668,2145/12/3 10:14,意大利面,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679537670,2145/12/3 10:14,意大利面,食品,0
随***,0,哇哇，我饿了,1679537671,2145/12/3 10:14,意大利面,食品,0
L***,2,番茄的太咸了，改进一下,1679537672,2145/12/3 10:14,意大利面,食品,0
燕***,2,[比心][比心][比心][比心],1679537672,2145/12/3 10:14,意大利面,食品,0
不***,0,看着好好吃噢,1679537672,2145/12/3 10:14,意大利面,食品,0
P***,0,[呲牙][呲牙][呲牙][呲牙],1679537674,2145/12/3 10:14,意大利面,食品,0
梦***,2,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679537674,2145/12/3 10:14,意大利面,食品,0
鞋***,2,这个就有的说了 太香了,1679537675,2145/12/3 10:14,意大利面,食品,0
落***,0,现在居然没有五倍积分了,1679537676,2145/12/3 10:14,意大利面,食品,0
P***,0,[比心][比心][比心][比心],1679537676,2145/12/3 10:14,意大利面,食品,0
艾***,2,这孩子长得好乖的样子,1679537678,2145/12/3 10:14,意大利面,食品,0
到***,1,上点陈皮吧,1679537679,2145/12/3 10:14,意大利面,食品,0
宇***,1,枇杷果讲了吗,1679537679,2145/12/3 10:14,意大利面,食品,0
梦***,2,[比心][比心][比心][比心][比心],1679537683,2145/12/3 10:14,意大利面,食品,0
??***,2,[赞][赞],1679537684,2145/12/3 10:14,意大利面,食品,0
宝***,0,蓝莓干儿什么时候有,1679537686,2145/12/3 10:14,意大利面,食品,0
??***,2,什么时候有橙汁或桃子汁,1679537686,2145/12/3 10:14,意大利面,食品,0
2***,2,蓝莓干还有嘛,1679537689,2145/12/3 10:14,意大利面,食品,0
如***,2,????????????,1679537690,2145/12/3 10:14,意大利面,食品,0
看***,1,打出来有这么大块牛肉？,1679537691,2145/12/3 10:14,意大利面,食品,0
烈***,2,[微笑],1679537693,2145/12/3 10:14,意大利面,食品,0
如***,2,????????????,1679537696,2145/12/3 10:14,意大利面,食品,0
御***,2,看这好好吃呀,1679537697,2145/12/3 10:14,意大利面,食品,0
念***,2,[赞][赞][赞],1679537703,2145/12/3 10:15,意大利面,食品,0
l***,2,五倍积分就到2月底，已经23天都没有了[流泪],1679537705,2145/12/3 10:15,意大利面,食品,0
小***,2,好多牛肉,1679537705,2145/12/3 10:15,意大利面,食品,0
包***,0,牛肉分量有这么多吗？,1679537708,2145/12/3 10:15,意大利面,食品,0
～***,2,有没有适合小孩子吃的零食,1679537710,2145/12/3 10:15,意大利面,食品,0
??***,2,有,1679537710,2145/12/3 10:15,意大利面,食品,0
夏***,0,是面少了点,1679537710,2145/12/3 10:15,意大利面,食品,0
无***,0,保鲜盒微波炉加热的还有没,1679537711,2145/12/3 10:15,意大利面,食品,0
燕***,0,[玫瑰][玫瑰][玫瑰][玫瑰][耶][耶][耶][耶],1679537713,2145/12/3 10:15,意大利面,食品,0
P***,0,[赞][赞][赞][赞][赞],1679537716,2145/12/3 10:15,意大利面,食品,0
??***,0,巨好吃,1679537717,2145/12/3 10:15,意大利面,食品,0
P***,0,[鼓掌][鼓掌][鼓掌][鼓掌],1679537719,2145/12/3 10:15,意大利面,食品,0
艾***,2,说咸的小伙伴可以适当减少酱料就可以了,1679537719,2145/12/3 10:15,意大利面,食品,0
奋***,1,狮子头什么时候,1679537721,2145/12/3 10:15,意大利面,食品,0
御***,2,好吃又划算[比心],1679537722,2145/12/3 10:15,意大利面,食品,0
P***,0,[比心][比心][比心],1679537723,2145/12/3 10:15,意大利面,食品,0
